SPs,Parent SP,Zone,Province Name,District Name,AIMS Location,Facility Name (DHIS2),AIMS Site,FacilityID,Facility Type,Latitude,Longitude,Implementing Partner,Donor
OHPM,OHPM,Western,Hirat,Keshk (Robat Sangi),"Hirat, Kushk\????? ????",Koshk-e-Robat Sangi Clinic (1735),HF1735 - Koshk-e-Robat Sangi Clinic,1735,CHC,34.79303475,62.13052252,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk (Robat Sangi),"Hirat, Kushk\????? ????",Yaka Darakht Clinic (1736),HF1736 - Yaka Darakht Clinic,1736,BHC,34.872604,62.23705105,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk (Robat Sangi),"Hirat, Kushk\????? ????",Ajrima SHC (2579),HF2579 - Ajrima SHC,2579,SHC,35.10209515,62.3806025,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk (Robat Sangi),"Hirat, Kushk\????? ????",Jafarbeg Clinic (3175),HF3175 - Jafarbeg Clinic,3175,BHC,34.8059821,62.3322508,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk (Robat Sangi),"Hirat, Kushk\????? ????",Alaaf SC (3556),HF3556 - Alaaf SC,3556,SHC,34.9701953,62.0720651,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk-e-Kohna,"Hirat, Kushk-e-Kuhna\????? ???? ????",Koklam Clinic (0671),HF0671 - Koklam Clinic,671,CHC,34.85099245,62.56058635,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk-e-Kohna,"Hirat, Kushk-e-Kuhna\????? ???? ????",Kariz Zaman SHC (2471),HF2471 - Kariz Zaman SHC,2471,SHC,34.82490945,62.4809038,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk-e-Kohna,"Hirat, Kushk-e-Kuhna\????? ???? ????",Gala Choghor SHC (2580),HF2580 - Gala Choghor SHC,2580,SHC,34.7469352,62.7852102,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk-e-Kohna,"Hirat, Kushk-e-Kuhna\????? ???? ????",SarChah SHC (2581),HF2581 - SarChah SHC,2581,SHC,34.8746271,62.7471757,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk-e-Kohna,"Hirat, Kushk-e-Kuhna\????? ???? ????",Khowaja Qalandar SC (4011),HF4011 - Khowaja Qalandar SC,4011,SHC,34.8293594,62.7018832,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk-e-Kohna,"Hirat, Kushk-e-Kuhna\????? ???? ????",Alaqa Dari Koshk-e-Kohna SC (4333),HF4333 - Alaqa Dari Koshk-e-Kohna SC,4333,SHC,34.84783185,62.4924018,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Keshk-e-Kohna,"Hirat, Kushk-e-Kuhna\????? ???? ????",Patakzar SHC (4955),HF4955 - Patakzar SHC,4955,SHC,35.09481555,62.6566164,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Kohsan,"Hirat, Kohsan\????? ??????",Islam Qala Clinic (0660),HF0660 - Islam Qala Clinic,660,CHC,36.2333548,64.86390977,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Kohsan,"Hirat, Kohsan\????? ??????",Kohsan Clinic (0661),HF0661 - Kohsan Clinic,661,CHC,34.6595525,61.2007248,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Kohsan,"Hirat, Kohsan\????? ??????",Bonyad Clinic (1906),HF1906 - Bonyad Clinic,1906,BHC,34.76969855,61.14450685,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Kohsan,"Hirat, Kohsan\????? ??????",Ahmad Abad SC (4136),HF4136 - Ahmad Abad SC,4136,SHC,34.563679,61.3223998,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Obeh,"Hirat, Obe\????? ????",Oba CHC+ (0666),HF0666 - Oba CHC+,666,CHC+,34.3745719,63.1741686,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Obeh,"Hirat, Obe\????? ????",Tagab Yaari SHC (1969),HF1969 - Tagab Yaari SHC,1969,SHC,34.4893148,63.1911601,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Obeh,"Hirat, Obe\????? ????",Sarwan Clinic (2181),HF2181 - Sarwan Clinic,2181,BHC,34.2847049,63.0526146,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Obeh,"Hirat, Obe\????? ????",Janeyowa SHC (2927),HF2927 - Janeyowa SHC,2927,SHC,34.3837904,63.4185014,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Obeh,"Hirat, Obe\????? ????",Haft Gala SC (4141),HF4141 - Haft Gala SC,4141,SHC,34.147206,63.380335,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Pashtoon Zarghoon,"Hirat, Pashtun Zarghun\????? ????? ?????",Pashton Zarghoon CHC+ (0653),HF0653 - Pashton Zarghoon CHC+,653,CHC+,34.22697705,62.6885284,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Pashtoon Zarghoon,"Hirat, Pashtun Zarghun\????? ????? ?????",Taqcha SHC (1972),HF1972 - Taqcha SHC,1972,SHC,34.0881211,62.9484879,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Pashtoon Zarghoon,"Hirat, Pashtun Zarghun\????? ????? ?????",Maar Aabad Clinic (1975),HF1975 - Maar Aabad Clinic,1975,BHC,34.257432,62.8988844,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Pashtoon Zarghoon,"Hirat, Pashtun Zarghun\????? ????? ?????",Ab Garmy SHC (2026),HF2026 - Ab Garmy SHC,2026,SHC,33.9823518,62.6063444,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Pashtoon Zarghoon,"Hirat, Pashtun Zarghun\????? ????? ?????",Dasht-e-Nizan Cilinic (2180),HF2180 - Dasht-e-Nizan Cilinic,2180,BHC,34.2441873,62.9536058,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Pashtoon Zarghoon,"Hirat, Pashtun Zarghun\????? ????? ?????",Tonyan SHC (2681),HF2681 - Tonyan SHC,2681,BHC,34.3156003,62.51417265,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Pashtoon Zarghoon,"Hirat, Pashtun Zarghun\????? ????? ?????",Haroon SC (4142),HF4142 - Haroon SC,4142,SHC,34.2311988,62.7144569,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Shendand District Hospital (1192),HF1192 - Shendand District Hospital,1192,DH,33.3001508,62.1647638,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Zir-e-Koh CHC+ (1678),HF1678 - Zir-e-Koh CHC+,1678,CHC+,33.2060538,62.1929113,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Awkal Clinic (1902),HF1902 - Awkal Clinic,1902,BHC,33.2842161,61.9700069,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Zawool Clinic (1903),HF1903 - Zawool Clinic,1903,BHC,33.3675745,62.3081111,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Kalata Nazar Clinic (2481),HF2481 - Kalata Nazar Clinic,2481,BHC,33.4882474,60.8833617,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Baghat SHC (2596),HF2596 - Baghat SHC,2596,SHC,33.444106,62.871478,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Qabr-e-Mir SHC (2598),HF2598 - Qabr-e-Mir SHC,2598,SHC,33.2474787,63.0442762,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Kham Mozafar Clinic (2931),HF2931 - Kham Mozafar Clinic,2931,BHC,33.4896262,62.085699,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Darwaji Payan SC (4138),HF4138 - Darwaji Payan SC,4138,SHC,33.0920336,62.11287055,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Khair Abad SC (4145),HF4145 - Khair Abad SC,4145,SHC,33.126463,62.51996,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Wakhal SC (4149),HF4149 - Wakhal SC,4149,SHC,33.4206204,62.658438,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Karezak Mile 73 SC (4334),HF4334 - Karezak Mile 73 SC,4334,SHC,33.116107,60.7500849,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Qala-e-kah SHC (4956),HF4956 - Qala-e-kah SHC,4956,SHC,33.2842348,61.9700063,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Shindand,"Hirat, Shindand\????? ??????",Deh alika SHC (4957),HF4957 - Deh alika SHC,4957,SHC,33.3978188,61.9861897,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Zindah Jan,"Hirat, Zindajan\????? ???? ???",Zendah Jan Clinic (0663),HF0663 - Zendah Jan Clinic,663,CHC,34.34230485,61.74797745,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Zindah Jan,"Hirat, Zindajan\????? ???? ???",Shekiban Clinic (0664),HF0664 - Shekiban Clinic,664,CHC,34.38679315,61.78353995,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Zindah Jan,"Hirat, Zindajan\????? ???? ???",Karnil Clinic (1904),HF1904 - Karnil Clinic,1904,BHC,34.5645377,62.01857,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Zindah Jan,"Hirat, Zindajan\????? ???? ???",Aakhond Zadah SHC (2503),HF2503 - Aakhond Zadah SHC,2503,SHC,34.0288424,61.89159935,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Zindah Jan,"Hirat, Zindajan\????? ???? ???",Shadah Clinic (3054),HF3054 - Shadah Clinic,3054,BHC,34.3958545,61.67158393,#REF!,NFA1.5
OHPM,OHPM,Western,Hirat,Zindah Jan,"Hirat, Zindajan\????? ???? ???",Kabotar Khan SC (4144),HF4144 - Kabotar Khan SC,4144,SHC,34.2995732,61.97409983,#REF!,NFA1.5
SAF,SAF,Northern,Jawzjan,Aaqcha,"Jawzjan, Aqcha\??????? ????",Aqcha District Hospital (0590),HF0590 - Aqcha District Hospital,590,DH,36.912181,66.1840825,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Aaqcha,"Jawzjan, Aqcha\??????? ????",Jaza Clinic (1901),HF1901 - Jaza Clinic,1901,BHC,36.92862205,66.16749598,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Aaqcha,"Jawzjan, Aqcha\??????? ????",Sarband Chakosh SC (4363),HF4363 - Sarband Chakosh SC,4363,SHC,36.83466885,66.24465505,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Darzaab,"Jawzjan, Darzab\??????? ??? ??",Darzab District Hospital (0586),HF0586 - Darzab District Hospital,586,DH,35.985053,65.376108,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Darzaab,"Jawzjan, Darzab\??????? ??? ??",Chakana Bala SHC (2585),HF2585 - Chakana Bala SHC,2585,SHC,36.0888853,65.2070542,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Darzaab,"Jawzjan, Darzab\??????? ??? ??",Chaqma Choqor SHC (2586),HF2586 - Chaqma Choqor SHC,2586,SHC,36.1724565,65.46253285,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Darzaab,"Jawzjan, Darzab\??????? ??? ??",Aqsai SHC (2591),HF2591 - Aqsai SHC,2591,SHC,36.1459431,65.5211261,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Darzaab,"Jawzjan, Darzab\??????? ??? ??",Sardara SHC (4448),HF4448 - Sardara SHC,4448,SHC,35.9577787,65.4490154,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Darzaab,"Jawzjan, Darzab\??????? ??? ??",Tashjawaz SHC (4449),HF4449 - Tashjawaz SHC,4449,SHC,36.0232069,65.4774181,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Fayzabad (Jawzjan),"Jawzjan, Fayzabad\??????? ??? ????",Fayzabad CHC+(0593),HF0593 - Fayzabad CHC+,593,CHC+,36.8179374,66.454371,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Fayzabad (Jawzjan),"Jawzjan, Fayzabad\??????? ??? ????",Bala Mardan Clinic (1872),HF1872 - Bala Mardan Clinic,1872,BHC,36.923557,66.4934582,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Fayzabad (Jawzjan),"Jawzjan, Fayzabad\??????? ??? ????",Kokal Dash SC (4361),HF4361 - Kokal Dash SC,4361,SHC,36.79456645,66.34162755,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Fayzabad (Jawzjan),"Jawzjan, Fayzabad\??????? ??? ????",Shah Wolas SC (4371),HF4371 - Shah Wolas SC,4371,SHC,36.6665742,65.7341863,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khamyab,"Jawzjan, Khamyab\??????? ?????",Khamyab Clinic (0594),HF0594 - Khamyab Clinic,594,BHC,37.52239425,65.7421815,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khamyab,"Jawzjan, Khamyab\??????? ?????",Chopli Tapa SHC (2587),HF2587 - Chopli Tapa SHC,2587,SHC,37.49879715,65.79339385,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khanaqa,"Jawzjan, Khanaqa\??????? ?????",Khan Aaqa Clinic (0591),HF0591 - Khan Aaqa Clinic,591,BHC,36.86435558,66.10737633,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khanaqa,"Jawzjan, Khanaqa\??????? ?????",Torly SHC (2590),HF2590 - Torly SHC,2590,SHC,36.4518528,66.2886456,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khanaqa,"Jawzjan, Khanaqa\??????? ?????",Chob Bash SC (4367),HF4367 - Chob Bash SC,4367,SHC,36.87248007,66.04748973,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khanaqa,"Jawzjan, Khanaqa\??????? ?????",Khan Abad SHC (4876),HF4876 - Khan Abad SHC,4876,SHC,36.83553345,66.09182573,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khowaja Du Koh,"Jawzjan, Khwaja Dukoh\??????? ????? ?????",Khowaja Du Koh Clinic (0585),HF0585 - Khowaja Du Koh Clinic,585,CHC,36.82333998,65.61420753,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khowaja Du Koh,"Jawzjan, Khwaja Dukoh\??????? ????? ?????",Qezel Ayaq Clinic (1558),HF1558 - Qezel Ayaq Clinic,1558,BHC,36.82511257,65.67869303,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Khowaja Du Koh,"Jawzjan, Khwaja Dukoh\??????? ????? ?????",Shakarak SC (4364),HF4364 - Shakarak SC,4364,SHC,36.7545525,65.63357308,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Mangajak,"Jawzjan, Mingajik\??????? ?????",Mangajak Clinic (0587),HF0587 - Mangajak Clinic,587,CHC,37.0058966,66.0841235,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Mangajak,"Jawzjan, Mingajik\??????? ?????",Qoyenly Clinic (2990),HF2990 - Qoyenly Clinic,2990,BHC,37.0381213,65.968445,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Mangajak,"Jawzjan, Mingajik\??????? ?????",Safar Wali Awal SC (4366),HF4366 - Safar Wali Awal SC,4366,SHC,37.0600432,66.0539404,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Mangajak,"Jawzjan, Mingajik\??????? ?????",Abas SC (4368),HF4368 - Abas SC,4368,SHC,36.9643399,66.081999,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Mardeyaan,"Jawzjan, Mardyan\??????? ??????",Mardeyan Clinic (0592),HF0592 - Mardeyan Clinic,592,CHC,36.99115485,66.314356,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Mardeyaan,"Jawzjan, Mardyan\??????? ??????",Jangal Arigh Clinic (1870),HF1870 - Jangal Arigh Clinic,1870,BHC,36.9471114,66.25899955,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Mardeyaan,"Jawzjan, Mardyan\??????? ??????",Chlik Kol SC (4369),HF4369 - Chlik Kol SC,4369,SHC,37.0784609,66.2086519,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Qarqeen,"Jawzjan, Qarqin\??????? ?????",Qarqin CHC+ (0588),HF0588 - Qarqin CHC+,588,CHC+,37.4123556,66.0336395,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Qarqeen,"Jawzjan, Qarqin\??????? ?????",Kawk SHC (2588),HF2588 - Kawk SHC,2588,SHC,37.3414146,66.1978065,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Qosh Teepa,"Jawzjan, Qush Tepa\??????? ??? ????",Qosh Tepa Clinic (1035),HF1035 - Qosh Tepa Clinic,1035,CHC,36.0877801,65.3922555,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Qosh Teepa,"Jawzjan, Qush Tepa\??????? ??? ????",Jarqodooq Clinic (1871),HF1871 - Jarqodooq Clinic,1871,BHC,36.297234,65.4823111,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Qosh Teepa,"Jawzjan, Qush Tepa\??????? ??? ????",Nawabad Torkman Qudog SHC (2589),HF2589 - Nawabad Torkman Qudog SHC,2589,SHC,36.42977655,65.55969678,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Qosh Teepa,"Jawzjan, Qush Tepa\??????? ??? ????",Shor Qudoq SC (4370),HF4370 - Shor Qudoq SC,4370,SHC,36.1480728,65.3410453,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Jaghsai Clinic (1555),HF1555 - Jaghsai Clinic,1555,BHC,36.65697703,65.73079015,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Mesrabad Clinic (1556),HF1556 - Mesrabad Clinic,1556,BHC,36.76834905,65.84217355,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Cheghchi Clinic (1557),HF1557 - Cheghchi Clinic,1557,BHC,36.8034734,65.971796,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Baba Ali Clinic (2032),HF2032 - Baba Ali Clinic,2032,BHC,36.6980448,65.7436643,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Afghan Tapa Clinic (2033),HF2033 - Afghan Tapa Clinic,2033,CHC,36.5328309,65.79711487,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Qochin Clinic (2034),HF2034 - Qochin Clinic,2034,BHC,36.5786511,65.830184,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Yanga Arigh Clinic (2147),HF2147 - Yanga Arigh Clinic,2147,BHC,36.73349945,65.795906,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Sheberghan Prison Health Center (2989),HF2989 - Sheberghan Prison Health Center,2989,Other,36.6666092,65.7341558,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Tankah Clinic (3236),HF3236 - Tankah Clinic,3236,SHC,36.6068635,65.79504618,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Kok Gunbad SC (4360),HF4360 - Kok Gunbad SC,4360,SHC,36.63960549,65.77055215,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Mangoti SC (4362),HF4362 - Mangoti SC,4362,SHC,36.4636367,65.8130158,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Proja J SHC (4874),HF4874 - Proja J SHC,4874,SHC,36.67123015,65.78773722,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Proja L SHC (4875),HF4875 - Proja L SHC,4875,SHC,36.67994875,65.7762765,#REF!,HER-AF
SAF,SAF,Northern,Jawzjan,Sheberghaan,"Jawzjan, Shiberghan\??????? ??????",Et Mahala SHC (4877),HF4877 - Et Mahala SHC,4877,SHC,36.67572183,65.72294875,#REF!,HER-AF
AKF,AKF,Central,Kabul,Chahar Asyab,"Kabul, Chahar Asyab\????? ???? ?????",Chahar Asyab District Hospital (0027),HF0027 - Chahar Asyab District Hospital,27,DH,34.39668745,69.16207743,#REF!,HER-AF
AKF,AKF,Central,Kabul,Chahar Asyab,"Kabul, Chahar Asyab\????? ???? ?????",Chaman Clinic (0028),HF0028 - Chaman Clinic,28,BHC,34.41752315,69.1837403,#REF!,HER-AF
AKF,AKF,Central,Kabul,Chahar Asyab,"Kabul, Chahar Asyab\????? ???? ?????",Nawniaz SC (4160),HF4160 - Nawniaz SC,4160,SHC,34.3565558,69.1192686,#REF!,HER-AF
AKF,AKF,Central,Kabul,Deh Sabz,"Kabul, Deh Sabz\????? ?? ???",Nawah Clinic (0002),HF0002 - Nawah Clinic,2,BHC,34.68501405,69.3295006,#REF!,HER-AF
AKF,AKF,Central,Kabul,Deh Sabz,"Kabul, Deh Sabz\????? ?? ???",Bakhtyaran Clinic (0036),HF0036 - Bakhtyaran Clinic,36,BHC,34.60893541,69.27705141,#REF!,HER-AF
AKF,AKF,Central,Kabul,Farza,"Kabul, Farza\????? ????",Farza Clinic (1654),HF1654 - Farza Clinic,1654,CHC,34.7996479,69.0699753,#REF!,HER-AF
AKF,AKF,Central,Kabul,Guldarah,"Kabul, Guldara\????? ?????",Deh Naw Guldara Clinic (1779),HF1779 - Deh Naw Guldara Clinic,1779,BHC,34.74322057,69.04368737,#REF!,HER-AF
AKF,AKF,Central,Kabul,Guldarah,"Kabul, Guldara\????? ?????",Deh Bala Guldara Clinic (2126),HF2126 - Deh Bala Guldara Clinic,2126,BHC,34.74984453,69.01791927,#REF!,HER-AF
AKF,AKF,Central,Kabul,Istalif,"Kabul, Estalef\????? ??????",Istalef Clinic (1842),HF1842 - Istalef Clinic,1842,CHC,34.825296,69.08032455,#REF!,HER-AF
AKF,AKF,Central,Kabul,Istalif,"Kabul, Estalef\????? ??????",Mahala Clinic (3177),HF3177 - Mahala Clinic,3177,BHC,34.8327887,69.0914077,#REF!,HER-AF
AKF,AKF,Central,Kabul,Kabul,"Kabul, Kabul\????? ????",Asya Bini SHC (2746),HF2746 - Asya Bini SHC,2746,SHC,34.49979275,69.0113905,#REF!,HER-AF
AKF,AKF,Central,Kabul,Kalakan,"Kabul, Kalakan\????? ?????",Kalakan Clinic (0004),HF0004 - Kalakan Clinic,4,CHC,34.78758673,69.14626745,#REF!,HER-AF
AKF,AKF,Central,Kabul,Kalakan,"Kabul, Kalakan\????? ?????",Aaqsarai Kalakan SC (4159),HF4159 - Aaqsarai Kalakan SC,4159,SHC,34.780081,69.1835317,#REF!,HER-AF
AKF,AKF,Central,Kabul,Khak-e-Jabar,"Kabul, Khak-e-Jabbar\????? ??? ????",Khak-e-Jabar Clinic (0037),HF0037 - Khak-e-Jabar Clinic,37,CHC,34.37270977,69.3961192,#REF!,HER-AF
AKF,AKF,Central,Kabul,Khak-e-Jabar,"Kabul, Khak-e-Jabbar\????? ??? ????",Chakari Clinic (1652),HF1652 - Chakari Clinic,1652,BHC,34.33923375,69.43986728,#REF!,HER-AF
AKF,AKF,Central,Kabul,Khak-e-Jabar,"Kabul, Khak-e-Jabbar\????? ??? ????",Chenari SHC (2496),HF2496 - Chenari SHC,2496,SHC,34.4427572,69.43803693,#REF!,HER-AF
AKF,AKF,Central,Kabul,Mir Bacha Kot,"Kabul, Mir Bacha Kot\????? ??? ??? ???",Gozar Clinic (1663),HF1663 - Gozar Clinic,1663,BHC,34.71326462,69.10770377,#REF!,HER-AF
AKF,AKF,Central,Kabul,Mir Bacha Kot,"Kabul, Mir Bacha Kot\????? ??? ??? ???",Dako Clinic (1750),HF1750 - Dako Clinic,1750,BHC,34.72730853,69.09704887,#REF!,HER-AF
AKF,AKF,Central,Kabul,Mir Bacha Kot,"Kabul, Mir Bacha Kot\????? ??? ??? ???",Mirbacha Kot Hospital (4018),HF4018 - Mirbacha Kot Hospital,4018,DH,34.7514102,69.12012075,#REF!,HER-AF
AKF,AKF,Central,Kabul,Musayi,"Kabul, Musahi\????? ?????",Qala-e-Abdul Rauf Clinic (0029),HF0029 - Qala-e-Abdul Rauf Clinic,29,BHC,34.3709983,69.2248213,#REF!,HER-AF
AKF,AKF,Central,Kabul,Musayi,"Kabul, Musahi\????? ?????",Alokheil Clinic (1914),HF1914 - Alokheil Clinic,1914,BHC,34.325444,69.14775,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",12 Emam Clinic (0014),HF0014 - 12 Emam Clinic,14,CHC,34.55869795,68.93747635,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Paghman Clinic (0015),HF0015 - Paghman Clinic,15,CHC,34.58980425,68.9576501,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Karizak Clinic (1670),HF1670 - Karizak Clinic,1670,BHC,34.51614713,69.01143355,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Khaldari Clinic (1671),HF1671 - Khaldari Clinic,1671,CHC,34.5536859,68.9638743,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Bar Arghandi Clinic (1672),HF1672 - Bar Arghandi Clinic,1672,CHC,34.48749005,68.9044051,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Company Clinic (1674),HF1674 - Company Clinic,1674,BHC,34.52699285,69.03788865,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Zarshakh Clinic (1714),HF1714 - Zarshakh Clinic,1714,BHC,34.59242615,69.00247755,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Kotgi Clinic (1715),HF1715 - Kotgi Clinic,1715,BHC,34.523353,69.0019273,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Loy Kalay SHC (2921),HF2921 - Loy Kalay SHC,2921,SHC,34.4816418,68.97947395,#REF!,HER-AF
AKF,AKF,Central,Kabul,Paghman,"Kabul, Paghman\????? ?????",Samochak SC (4161),HF4161 - Samochak SC,4161,SHC,34.6199034,69.0005776,#REF!,HER-AF
AKF,AKF,Central,Kabul,Qara Bagh (Kabul),"Kabul, Qara Bagh\????? ??? ???",Qara Bagh District Hospital (0005),HF0005 - Qara Bagh District Hospital,5,DH,34.84414095,69.1530174,#REF!,HER-AF
